id,datetime,Title,longitude,latitude,BaoJing,KongChe,DingDengZhuangTai,GaoJia,ShaChe,Speed,Direction,Satellite,Hint
26834,2015-04-01 08:16:20,,121.568823,31.342608,0,1,1,0,0,40.099998,137.000000,7,[Title:26834_1_2015-04-01 08:16:20][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:18:01,,121.576833,31.337447,0,1,1,0,0,0.000000,130.000000,6,[Title:26834_1_2015-04-01 08:18:01][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:19:18,,121.579513,31.340502,0,1,1,0,0,0.000000,339.000000,6,[Title:26834_1_2015-04-01 08:19:18][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:19:33,,121.579437,31.340408,0,0,1,0,0,5.400000,165.000000,6,[Info:TakeIn][Title:26834_0_2015-04-01 08:19:33][WordVisible:][PointVisible:][PointRGB:0xFF7777][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 08:20:59,,121.578052,31.338552,0,0,0,0,0,21.200001,155.000000,6,[Title:26834_0_2015-04-01 08:20:59][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:22:19,,121.582380,31.335658,0,0,0,0,0,57.700001,127.000000,6,[Title:26834_0_2015-04-01 08:22:19][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:22:39,,121.584575,31.333333,0,0,0,0,0,55.000000,155.000000,6,[Title:26834_0_2015-04-01 08:22:39][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:22:59,,121.585145,31.330437,0,0,0,0,1,47.200001,180.000000,6,[Title:26834_0_2015-04-01 08:22:59][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:27:19,,121.585108,31.307840,0,0,0,0,0,37.099998,179.000000,6,[Title:26834_0_2015-04-01 08:27:19][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:30:30,,121.584497,31.293947,0,0,0,0,0,32.400002,205.000000,6,[Title:26834_0_2015-04-01 08:30:30][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:35:02,,121.566855,31.293775,0,0,0,0,0,10.900000,226.000000,7,[Title:26834_0_2015-04-01 08:35:02][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:35:31,,121.568555,31.291338,0,0,0,0,0,64.699997,150.000000,7,[Title:26834_0_2015-04-01 08:35:31][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:36:11,,121.571173,31.286608,0,0,0,0,0,23.400000,158.000000,7,[Title:26834_0_2015-04-01 08:36:11][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:37:11,,121.572613,31.280553,0,0,0,0,0,51.200001,173.000000,6,[Title:26834_0_2015-04-01 08:37:11][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:37:51,,121.572660,31.277367,0,0,0,0,0,50.900002,206.000000,5,[Title:26834_0_2015-04-01 08:37:51][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:38:11,,121.571840,31.275037,0,0,0,0,1,23.500000,188.000000,6,[Title:26834_0_2015-04-01 08:38:11][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:39:31,,121.571692,31.273473,0,0,0,0,0,36.900002,199.000000,7,[Title:26834_0_2015-04-01 08:39:31][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:39:50,,121.570623,31.271903,0,0,0,0,0,39.900002,220.000000,8,[Title:26834_0_2015-04-01 08:39:50][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:40:40,,121.569185,31.270728,0,0,0,0,0,8.600000,75.000000,7,[Title:26834_0_2015-04-01 08:40:40][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:40:50,,121.569283,31.270760,0,1,1,0,1,0.000000,51.000000,6,[Info:TakeOff][Title:26834_1_2015-04-01 08:40:50][WordVisible:][PointVisible:][PointRGB:0x7777FF][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 08:41:30,,121.570883,31.272028,0,1,1,0,0,31.799999,43.000000,5,[Title:26834_1_2015-04-01 08:41:30][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:41:59,,121.571853,31.273522,0,1,1,0,0,15.100000,57.000000,7,[Title:26834_1_2015-04-01 08:41:59][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:44:08,,121.577167,31.276167,0,1,1,0,0,10.500000,93.000000,6,[Title:26834_1_2015-04-01 08:44:08][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:45:40,,121.581605,31.271782,0,1,1,0,0,21.100000,123.000000,7,[Title:26834_1_2015-04-01 08:45:40][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:46:50,,121.583215,31.271610,0,1,1,0,0,23.700001,80.000000,7,[Title:26834_1_2015-04-01 08:46:50][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:47:06,,121.583810,31.272050,0,1,1,0,0,36.599998,3.000000,8,[Title:26834_1_2015-04-01 08:47:06][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:48:02,,121.583913,31.275008,0,0,0,0,0,25.600000,2.000000,8,[Info:TakeIn][Title:26834_0_2015-04-01 08:48:02][WordVisible:][PointVisible:][PointRGB:0xFF7777][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 08:49:24,,121.584537,31.283335,0,0,0,0,0,58.900002,344.000000,7,[Title:26834_0_2015-04-01 08:49:24][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:52:54,,121.585452,31.308457,0,0,0,0,0,45.599998,359.000000,7,[Title:26834_0_2015-04-01 08:52:54][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:58:02,,121.585332,31.330868,0,0,0,0,0,54.200001,359.000000,5,[Title:26834_0_2015-04-01 08:58:02][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:58:22,,121.585108,31.332772,0,0,0,0,0,27.799999,345.000000,8,[Title:26834_0_2015-04-01 08:58:22][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:58:42,,121.584047,31.334500,0,0,0,0,0,51.799999,323.000000,7,[Title:26834_0_2015-04-01 08:58:42][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 08:59:59,,121.580220,31.337508,0,0,0,0,0,37.900002,9.000000,8,[Title:26834_0_2015-04-01 08:59:59][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:00:31,,121.582862,31.340047,0,0,0,0,0,26.200001,52.000000,8,[Title:26834_0_2015-04-01 09:00:31][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:01:28,,121.583940,31.340662,0,1,1,0,1,0.000000,63.000000,6,[Info:TakeOff][Title:26834_1_2015-04-01 09:01:28][WordVisible:][PointVisible:][PointRGB:0x7777FF][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 09:02:48,,121.586955,31.341997,0,1,1,0,0,10.900000,353.000000,8,[Title:26834_1_2015-04-01 09:02:48][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:03:54,,121.584170,31.340813,0,1,1,0,0,23.000000,250.000000,8,[Title:26834_1_2015-04-01 09:03:54][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:04:08,,121.583388,31.340733,0,1,1,0,0,21.400000,322.000000,8,[Title:26834_1_2015-04-01 09:04:08][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:04:38,,121.582000,31.342813,0,1,1,0,0,28.700001,329.000000,8,[Title:26834_1_2015-04-01 09:04:38][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:05:38,,121.578693,31.345473,0,1,1,0,0,30.900000,327.000000,8,[Title:26834_1_2015-04-01 09:05:38][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:06:11,,121.577830,31.347643,0,1,1,0,0,19.000000,300.000000,8,[Title:26834_1_2015-04-01 09:06:11][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:06:40,,121.576523,31.346843,0,1,1,0,0,16.700001,298.000000,8,[Title:26834_1_2015-04-01 09:06:40][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:07:22,,121.574338,31.348660,0,1,1,0,0,18.900000,249.000000,8,[Title:26834_1_2015-04-01 09:07:22][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:07:52,,121.573547,31.347885,0,1,1,0,0,19.299999,302.000000,8,[Title:26834_1_2015-04-01 09:07:52][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:08:34,,121.572990,31.350407,0,1,1,0,0,17.299999,345.000000,8,[Title:26834_1_2015-04-01 09:08:34][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:08:48,,121.572738,31.350532,0,1,1,0,0,0.000000,253.000000,8,[Title:26834_1_2015-04-01 09:08:48][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:09:42,,121.572122,31.350235,0,0,0,0,0,14.900000,235.000000,7,[Info:TakeIn][Title:26834_0_2015-04-01 09:09:42][WordVisible:][PointVisible:][PointRGB:0xFF7777][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 09:10:32,,121.568810,31.349230,0,0,0,0,0,31.500000,248.000000,8,[Title:26834_0_2015-04-01 09:10:32][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:12:26,,121.558672,31.346548,0,0,0,0,0,20.500000,209.000000,8,[Title:26834_0_2015-04-01 09:12:26][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:12:39,,121.559267,31.345297,0,0,0,0,0,60.900002,148.000000,8,[Title:26834_0_2015-04-01 09:12:39][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:14:09,,121.563287,31.340382,0,0,0,0,0,42.299999,146.000000,8,[Title:26834_0_2015-04-01 09:14:09][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:14:44,,121.566893,31.335385,0,0,0,0,0,36.400002,187.000000,8,[Title:26834_0_2015-04-01 09:14:44][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:15:05,,121.565372,31.333392,0,0,0,0,0,58.900002,221.000000,8,[Title:26834_0_2015-04-01 09:15:05][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:15:19,,121.564140,31.332308,0,0,0,0,0,27.799999,259.000000,8,[Title:26834_0_2015-04-01 09:15:19][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:16:29,,121.558005,31.333647,0,0,0,0,0,34.400002,296.000000,7,[Title:26834_0_2015-04-01 09:16:29][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:17:55,,121.553635,31.338655,0,1,1,0,0,0.000000,321.000000,8,[Info:TakeOff][Title:26834_1_2015-04-01 09:17:55][WordVisible:][PointVisible:][PointRGB:0x7777FF][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 09:19:15,,121.553542,31.338693,0,1,1,0,0,5.700000,359.000000,8,[Title:26834_1_2015-04-01 09:19:15][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:20:29,,121.557740,31.333725,0,1,1,0,0,42.299999,120.000000,8,[Title:26834_1_2015-04-01 09:20:29][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:21:29,,121.563993,31.332298,0,1,1,0,0,37.200001,81.000000,8,[Title:26834_1_2015-04-01 09:21:29][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:21:36,,121.564520,31.332467,0,1,1,0,0,34.400002,46.000000,8,[Title:26834_1_2015-04-01 09:21:36][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:21:56,,121.566172,31.334168,0,1,1,0,1,28.500000,28.000000,8,[Title:26834_1_2015-04-01 09:21:56][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:22:46,,121.568372,31.337462,0,1,1,0,0,44.099998,28.000000,8,[Title:26834_1_2015-04-01 09:22:46][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:23:16,,121.570755,31.339732,0,1,1,0,0,36.099998,30.000000,7,[Title:26834_1_2015-04-01 09:23:16][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:24:43,,121.573233,31.343243,0,1,1,0,0,43.099998,32.000000,7,[Title:26834_1_2015-04-01 09:24:43][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:25:09,,121.575300,31.344802,0,1,1,0,0,33.400002,9.000000,7,[Title:26834_1_2015-04-01 09:25:09][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:25:39,,121.576150,31.346150,0,1,1,0,0,22.900000,41.000000,7,[Title:26834_1_2015-04-01 09:25:39][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:26:25,,121.577633,31.347570,0,1,1,0,0,13.200000,58.000000,7,[Title:26834_1_2015-04-01 09:26:25][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:26:33,,121.577893,31.347523,0,1,1,0,0,18.200001,162.000000,7,[Title:26834_1_2015-04-01 09:26:33][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:27:03,,121.578707,31.345395,0,1,1,0,1,15.200000,139.000000,7,[Title:26834_1_2015-04-01 09:27:03][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:28:13,,121.581660,31.343093,0,1,1,0,0,13.700000,139.000000,7,[Title:26834_1_2015-04-01 09:28:13][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:28:50,,121.583527,31.340563,0,1,1,0,0,29.900000,113.000000,7,[Title:26834_1_2015-04-01 09:28:50][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:30:03,,121.586860,31.341898,0,1,1,0,1,14.900000,62.000000,7,[Title:26834_1_2015-04-01 09:30:03][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:31:56,,121.583465,31.340647,0,1,1,0,0,27.700001,313.000000,5,[Title:26834_1_2015-04-01 09:31:56][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:32:28,,121.582005,31.343037,0,1,1,0,0,29.000000,9.000000,6,[Title:26834_1_2015-04-01 09:32:28][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:34:53,,121.584240,31.345092,0,1,1,0,0,2.100000,352.000000,6,[Title:26834_1_2015-04-01 09:34:53][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:35:09,,121.584060,31.345032,0,0,0,0,0,20.500000,236.000000,6,[Info:TakeIn][Title:26834_0_2015-04-01 09:35:09][WordVisible:][PointVisible:][PointRGB:0xFF7777][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 09:35:44,,121.581893,31.343088,0,0,0,0,0,11.900000,252.000000,6,[Title:26834_0_2015-04-01 09:35:44][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:36:27,,121.579273,31.344885,0,0,0,0,1,32.500000,313.000000,6,[Title:26834_0_2015-04-01 09:36:27][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:36:47,,121.578582,31.345643,0,0,0,0,0,34.700001,333.000000,6,[Title:26834_0_2015-04-01 09:36:47][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:37:27,,121.577612,31.348502,0,0,0,0,1,19.799999,353.000000,6,[Title:26834_0_2015-04-01 09:37:27][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:37:57,,121.576593,31.350293,0,0,0,0,0,8.100000,304.000000,6,[Title:26834_0_2015-04-01 09:37:57][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:38:26,,121.575678,31.350122,0,0,0,0,0,13.600000,320.000000,6,[Title:26834_0_2015-04-01 09:38:26][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:39:26,,121.575193,31.352272,0,0,0,0,0,25.100000,304.000000,6,[Title:26834_0_2015-04-01 09:39:26][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:39:35,,121.574282,31.352447,0,1,1,0,1,38.400002,287.000000,6,[Info:TakeOff][Title:26834_1_2015-04-01 09:39:35][WordVisible:][PointVisible:][PointRGB:0x7777FF][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 09:39:45,,121.574003,31.352600,0,1,1,0,0,7.500000,290.000000,6,[Title:26834_1_2015-04-01 09:39:45][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:40:55,,121.573268,31.353422,0,1,1,0,0,8.700000,17.000000,7,[Title:26834_1_2015-04-01 09:40:55][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:41:02,,121.573618,31.353672,0,1,1,0,0,29.100000,85.000000,7,[Title:26834_1_2015-04-01 09:41:02][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:41:22,,121.576238,31.353615,0,1,1,0,0,46.400002,87.000000,7,[Title:26834_1_2015-04-01 09:41:22][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:41:56,,121.581442,31.354135,0,1,1,0,1,20.400000,132.000000,7,[Title:26834_1_2015-04-01 09:41:56][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:44:30,,121.581988,31.352072,0,1,1,0,0,20.500000,121.000000,7,[Title:26834_1_2015-04-01 09:44:30][WordVisible:][PointVisible:][PointRGB:0x0000FF][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:45:14,,121.583413,31.352217,0,0,1,0,0,12.500000,80.000000,6,[Info:TakeIn][Title:26834_0_2015-04-01 09:45:14][WordVisible:][PointVisible:][PointRGB:0xFF7777][PointAlpha:0.6][PointSize:30]
26834,2015-04-01 09:45:28,,121.583798,31.352387,0,0,0,0,0,16.100000,257.000000,6,[Title:26834_0_2015-04-01 09:45:28][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:45:46,,121.581998,31.351918,0,0,0,0,0,33.599998,184.000000,7,[Title:26834_0_2015-04-01 09:45:46][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:46:06,,121.582738,31.349497,0,0,0,0,0,57.500000,158.000000,7,[Title:26834_0_2015-04-01 09:46:06][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:51:26,,121.598623,31.322122,0,0,0,0,0,91.900002,153.000000,7,[Title:26834_0_2015-04-01 09:51:26][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:52:06,,121.599735,31.319442,0,0,0,0,0,31.200001,168.000000,7,[Title:26834_0_2015-04-01 09:52:06][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:52:56,,121.600055,31.310930,0,0,0,0,0,81.900002,180.000000,7,[Title:26834_0_2015-04-01 09:52:56][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:59:06,,121.599985,31.270120,0,0,0,0,0,62.900002,179.000000,7,[Title:26834_0_2015-04-01 09:59:06][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:59:26,,121.599753,31.266960,0,0,0,0,0,74.000000,186.000000,7,[Title:26834_0_2015-04-01 09:59:26][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 09:59:56,,121.598870,31.261253,0,0,0,0,1,85.300003,194.000000,7,[Title:26834_0_2015-04-01 09:59:56][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 10:00:46,,121.597403,31.258483,0,0,0,0,0,39.299999,214.000000,7,[Title:26834_0_2015-04-01 10:00:46][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
26834,2015-04-01 10:01:26,,121.595383,31.256575,0,0,0,0,1,14.100000,230.000000,7,[Title:26834_0_2015-04-01 10:01:26][WordVisible:][PointVisible:][PointRGB:0xFF0000][PointAlpha:0.6][PointSize:6]
